score,method,member,comment
0.7823,mlp,dylandres,2026-02-17 01:21:13
0.7823,mlp,Yuchen667,2026-02-18 13:04:46
0.7812,mlp,omermoav,2026-02-18 16:09:31
0.7812,perceptron,Fengzdadi,2026-02-18 19:59:36
0.7806,perceptron,tishyakhanna97,2026-02-18 19:58:51
0.7801,mlp,bfagiolo,2026-02-18 18:35:46
0.7801,mlp,YanY-Henry,2026-02-14 16:43:32
0.7795,mlp,kkm1188,2026-02-18 18:37:47
0.779,perceptron,rdhanushikka,2026-02-18 00:31:17
0.779,perceptron,susanwu33,2026-02-17 20:57:29
0.7784,mlp,abarat007,2026-02-18 18:23:13
0.7784,mlp,jeff082chen,2026-02-12 23:04:38
0.7784,perceptron,kolananish,2026-02-18 19:49:15
0.7779,perceptron,KarlVM12,2026-02-18 17:22:42
0.7774,mlp,zyt02,2026-02-18 19:46:46
0.7774,perceptron,TaraMunjuluri,2026-02-18 20:00:12
0.7774,perceptron,ashaikh23,2026-02-18 19:51:24
0.7768,perceptron,gino885,2026-02-17 17:16:22
0.7763,mlp,blabrl,2026-02-18 14:56:06
0.7763,perceptron,ramo2004,2026-02-12 19:41:15
0.7757,mlp,ig336,2026-02-10 17:23:13
0.7757,perceptron,D-Tony2020,2026-02-18 00:27:28
0.7757,perceptron,marmiskarian,2026-02-18 15:54:19
0.7757,perceptron,theodore-chronopoulos,2026-02-12 16:39:36
0.7757,perceptron,sejaljain31,2026-02-18 19:45:57
0.7757,perceptron,ethanchen143,2026-02-08 11:59:01
0.7757,mlp,yashika-batra,2026-02-18 19:40:05
0.7757,mlp,CashelF,2026-02-18 19:26:41
0.7752,perceptron,tungdnguyen,2026-02-18 13:37:18
0.7752,perceptron,jeff082chen,2026-02-12 23:04:38
0.7752,mlp,elooff,2026-02-10 22:27:47
0.7752,perceptron,VincentPit,2026-02-15 11:20:18
0.7752,mlp,KarynN,2026-02-16 02:06:25
0.7752,mlp,KarlVM12,2026-02-18 17:22:42
0.7752,perceptron,Bxvu,2026-02-18 02:01:37
0.7746,perceptron,qqw-ut,2026-02-18 17:53:44
0.7746,mlp,chandana-21,2026-02-18 19:19:45
0.7746,perceptron,vigilius405,2026-02-18 19:34:14
0.7746,mlp,adyckerh,2026-02-18 19:15:19
0.7741,mlp,Yaozzzx,2026-02-18 17:24:36
0.7741,perceptron,JaneShuey,2026-02-18 18:48:52
0.7735,perceptron,stefan-arni,2026-02-18 14:38:36
0.7735,perceptron,elooff,2026-02-10 22:27:47
0.7735,mlp,RithvikKasarla,2026-02-18 19:40:03
0.7735,mlp,advaith-1212,2026-02-12 17:21:50
0.7735,mlp,rt539,2026-02-18 06:01:12
0.773,mlp,JPL1205,2026-02-15 15:49:36
0.773,mlp,michaeltwersky,2026-02-18 09:44:03
0.773,mlp,Fengzdadi,2026-02-18 19:59:36
0.773,perceptron,pr484-cu,2026-02-16 22:47:43
0.7719,mlp,rdhanushikka,2026-02-18 00:31:17
0.7719,mlp,JaneShuey,2026-02-18 18:48:52
0.7713,perceptron,XinyiQiao,2026-01-31 17:42:47
0.7713,mlp,Sulaiman-Alam,2026-02-16 21:01:35
0.7713,mlp,fedickinson,2026-02-11 21:53:42
0.7713,perceptron,dersteppenwolfruowen-316,2026-02-18 18:46:07
0.7713,mlp,jihjihk,2026-02-16 11:33:18
0.7702,perceptron,Flx232,2026-02-16 19:26:59
0.7702,mlp,Beketovian,2026-02-18 15:31:02
0.7697,mlp,hniz,2026-02-18 17:06:58
0.7686,perceptron,ColeDnought,2026-02-18 19:13:10
0.768,perceptron,ririp24,2026-02-18 18:44:35
0.768,mlp,vigilius405,2026-02-18 19:34:14
0.768,mlp,TonyWan7,2026-02-11 18:45:24
0.7675,mlp,Flx232,2026-02-16 19:26:59
0.7675,mlp,dersteppenwolfruowen-316,2026-02-18 18:46:07
0.7675,mlp,flash131307,2026-02-10 16:36:05
0.7669,perceptron,kai-maeda,2026-02-18 19:55:33
0.7669,perceptron,xgui2001,2026-02-18 17:30:17
0.7669,mlp,kakiko99,2026-02-18 11:44:12
0.7669,mlp,marmiskarian,2026-02-18 15:54:19
0.7669,mlp,curtiskao,2026-02-16 08:52:36
0.7664,mlp,SightVanish,2026-02-11 23:51:15
0.7658,mlp,vishalival,2026-02-18 13:55:04
0.7658,mlp,dexterfire861,2026-02-18 19:54:13
0.7658,mlp,Isaiah-zzz,2026-02-18 17:46:03
0.7653,mlp,Boud32,2026-02-18 19:29:51
0.7653,mlp,Bharath-Sathappan,2026-02-13 15:17:04
0.7653,perceptron,sa2484,2026-02-18 16:02:39
0.7647,perceptron,Yaozzzx,2026-02-18 17:24:36
0.7642,perceptron,Bharath-Sathappan,2026-02-13 15:17:04
0.7642,perceptron,Maisa-ah,2026-02-18 15:49:40
0.7642,perceptron,fedickinson,2026-02-11 21:53:42
0.7636,perceptron,RithvikKasarla,2026-02-18 19:40:03
0.7636,perceptron,yashika-batra,2026-02-18 19:40:05
0.7636,mlp,JoshAtre,2026-02-12 16:40:42
0.7636,mlp,XinyiQiao,2026-01-31 17:42:47
0.7631,mlp,D-Tony2020,2026-02-18 00:27:28
0.7631,mlp,ramo2004,2026-02-12 19:41:15
0.762,mlp,ammarsyed,2026-02-18 15:37:39
0.762,perceptron,JoshAtre,2026-02-12 16:40:42
0.7614,mlp,pr484-cu,2026-02-16 22:47:43
0.7614,mlp,kolananish,2026-02-18 19:49:15
0.7609,perceptron,ch3ohi,2026-02-17 23:08:44
0.7598,perceptron,ab3334-lgtm,2026-02-18 19:56:24
0.7598,mlp,Maisa-ah,2026-02-18 15:49:40
0.7592,perceptron,adyckerh,2026-02-18 19:15:19
0.7592,perceptron,Boud32,2026-02-18 19:29:51
0.7587,perceptron,bogdanppop,2026-02-17 21:39:14
0.7581,perceptron,JPL1205,2026-02-15 15:49:36
0.7581,perceptron,lw837,2026-02-18 19:58:50
0.7581,perceptron,miriam-alex,2026-02-18 14:01:20
0.7581,mlp,zijiz,2026-02-09 19:58:29
0.7576,mlp,littleredpolkadot,2026-02-18 19:58:31
0.7576,mlp,mdavalos10,2026-02-18 19:29:42
0.757,perceptron,Sulaiman-Alam,2026-02-16 21:01:35
0.7565,perceptron,littleredpolkadot,2026-02-18 19:58:31
0.7565,mlp,Gracee-Gu,2026-02-17 23:19:52
0.7565,perceptron,zyt02,2026-02-18 19:46:46
0.7565,perceptron,Isaiah-zzz,2026-02-18 17:46:03
0.7559,mlp,ethanchen143,2026-02-08 11:59:01
0.7559,mlp,nehark04,2026-02-18 19:21:33
0.7559,mlp,theodore-chronopoulos,2026-02-12 16:39:36
0.7554,perceptron,ac3295-lab,2026-02-18 19:40:54
0.7543,perceptron,advaith-1212,2026-02-12 17:21:50
0.7543,perceptron,zijiz,2026-02-09 19:58:29
0.7537,mlp,miriam-alex,2026-02-18 14:01:20
0.7537,perceptron,KarynN,2026-02-16 02:06:25
0.7532,perceptron,Gracee-Gu,2026-02-17 23:19:52
0.7526,mlp,ab3334-lgtm,2026-02-18 19:56:24
0.7521,perceptron,YanY-Henry,2026-02-14 16:43:32
0.7521,mlp,AndrasFerenczy,2026-02-10 19:44:36
0.7521,perceptron,kk9162,2026-02-18 19:31:40
0.7515,perceptron,sw2465,2026-02-18 19:57:02
0.7515,mlp,ashaikh23,2026-02-18 19:51:24
0.7515,perceptron,ammarsyed,2026-02-18 15:37:39
0.7515,perceptron,Yuchen667,2026-02-18 13:04:46
0.751,mlp,ananyasammidi,2026-02-18 15:33:37
0.751,mlp,TaraMunjuluri,2026-02-18 20:00:12
0.751,mlp,lw837,2026-02-18 19:58:50
0.7504,perceptron,rt539,2026-02-18 06:01:12
0.7493,perceptron,TonyWan7,2026-02-11 18:45:24
0.7493,mlp,kk9162,2026-02-18 19:31:40
0.7493,perceptron,dylandres,2026-02-17 01:21:13
0.7488,mlp,sejaljain31,2026-02-18 19:45:57
0.7482,mlp,VincentPit,2026-02-15 11:20:18
0.7477,perceptron,ig336,2026-02-10 17:23:13
0.7471,perceptron,FarzaanNaeem,2026-02-18 19:17:28
0.7471,perceptron,dexterfire861,2026-02-18 19:54:13
0.7466,perceptron,spabolu,2026-02-11 19:02:47
0.7455,perceptron,nehark04,2026-02-18 19:21:33
0.7455,mlp,ch3ohi,2026-02-17 23:08:44
0.7433,mlp,rohilsaraf97,2026-02-18 19:19:50
0.7427,perceptron,SightVanish,2026-02-11 23:51:15
0.7422,mlp,xgui2001,2026-02-18 17:30:17
0.7411,mlp,FarzaanNaeem,2026-02-18 19:17:28
0.7411,mlp,ac3295-lab,2026-02-18 19:40:54
0.7405,perceptron,mdavalos10,2026-02-18 19:29:42
0.74,perceptron,AndrasFerenczy,2026-02-10 19:44:36
0.7394,perceptron,michaeltwersky,2026-02-18 09:44:03
0.7383,mlp,spabolu,2026-02-11 19:02:47
0.7383,perceptron,ananyasammidi,2026-02-18 15:33:37
0.7334,perceptron,sanskeviSTAN,2026-02-11 22:09:05
0.7334,perceptron,kakiko99,2026-02-18 11:44:12
0.7323,perceptron,abarat007,2026-02-18 18:23:13
0.7317,mlp,qqw-ut,2026-02-18 17:53:44
0.7317,perceptron,vishalival,2026-02-18 13:55:04
0.729,mlp,tishyakhanna97,2026-02-18 19:58:51
0.7284,mlp,Abhinav-Kotta,2026-02-18 19:21:16
0.7196,perceptron,Om-Kamath,2026-02-10 08:57:46
0.7169,perceptron,ms3884,2026-02-16 16:13:23
0.7152,perceptron,sarahmaddy,2026-02-18 19:57:12
0.663,mlp,sarahmaddy,2026-02-18 19:57:12
0.6207,mlp,Om-Kamath,2026-02-10 08:57:46
0.5014,perceptron,bairixie,2026-01-26 13:46:00
0.5014,mlp,bairixie,2026-01-26 13:46:00
0.5014,mlp,cgyh98,2026-02-11 18:44:17
0.5014,mlp,bl792,2026-01-27 11:53:03
0.5014,perceptron,pcatattacks,2026-02-17 22:41:12
0.5014,perceptron,bl792,2026-01-27 11:53:03
0.5014,mlp,pcatattacks,2026-02-17 22:41:12
0.5014,perceptron,Rebabit,2026-02-03 09:14:33
0.5014,mlp,Rebabit,2026-02-03 09:14:33
0.5014,mlp,sa2484,2026-02-18 16:02:39
0.5014,perceptron,zs462-cpu,2026-02-17 20:24:09
0.5014,perceptron,cgyh98,2026-02-11 18:44:17
0.5014,mlp,jwliv,2026-02-11 22:58:03
0.5014,mlp,zs462-cpu,2026-02-17 20:24:09
0.0,perceptron,jwliv,2026-02-11 22:58:03
-1.0,perceptron,Abhinav-Kotta,2026-02-18 19:21:16 [mismatched lengths]
-1.0,perceptron,anuradha-yeole,2026-02-17 13:42:29 [mismatched lengths]
-1.0,mlp,anuradha-yeole,2026-02-17 13:42:29 [mismatched lengths]
